# Time (s)	Position (m)	Velocity (ms^-1)
9.080	6.309E-2	0.740
9.090	7.142E-2	0.694
9.100	7.698E-2	0.509
9.110	8.160E-2	0.555
9.120	8.808E-2	0.787
9.130	9.734E-2	0.694
9.140	0.102	0.463
9.150	0.107	0.278
9.160	0.108	0.185
9.170	0.110	0.139
9.180	0.110	0.000
9.190	0.110	0.000
9.200	0.110	0.000
9.210	0.110	0.000
9.220	0.110	-0.278
9.230	0.105	-0.324
9.240	0.104	-0.185
9.250	0.101	-0.463
9.260	9.456E-2	-0.416
9.270	9.271E-2	-0.416
9.280	8.623E-2	-0.324
9.290	8.623E-2	-0.324
9.300	7.975E-2	-0.925
9.310	6.772E-2	-0.879
9.320	6.217E-2	-0.555
9.330	5.662E-2	-0.602
9.340	5.014E-2	-0.648
9.350	4.366E-2	-0.694
9.360	3.625E-2	-0.833
9.370	2.700E-2	-0.879
9.380	1.867E-2	-0.740
9.390	1.219E-2	-0.602
9.400	6.639E-3	-0.555
9.410	1.086E-3	-0.648
9.420	-6.317E-3	-0.740
9.430	-1.372E-2	-0.740
9.440	-2.113E-2	-0.509
9.450	-2.390E-2	-0.416
9.460	-2.945E-2	-0.602
9.470	-3.593E-2	-0.602
9.480	-4.149E-2	-0.555
9.490	-4.704E-2	-0.416
9.500	-4.981E-2	-0.370
9.510	-5.444E-2	-0.416
9.520	-5.814E-2	-0.185
9.530	-5.814E-2	0.000
9.540	-5.814E-2	0.000
9.550	-5.814E-2	4.627E-2
9.560	-5.722E-2	0.185
9.570	-5.444E-2	0.231
9.580	-5.259E-2	0.278
9.590	-4.889E-2	0.416
9.600	-4.426E-2	0.324
9.610	-4.241E-2	0.231
9.620	-3.963E-2	0.324
9.630	-3.593E-2	0.602
9.640	-2.760E-2	0.740
9.650	-2.113E-2	0.694
9.660	-1.372E-2	0.879
9.670	-3.541E-3	0.694
9.680	1.610E-4	0.509
9.690	6.639E-3	0.602
9.700	1.219E-2	0.555
9.710	1.775E-2	0.833
9.720	2.885E-2	0.925
9.730	3.625E-2	0.740
9.740	4.366E-2	0.602
9.750	4.829E-2	0.833
9.760	6.032E-2	0.879
9.770	6.587E-2	0.602
9.780	7.235E-2	0.370
9.790	7.327E-2	0.185
9.800	7.605E-2	0.648
9.810	8.623E-2	0.602
9.820	8.808E-2	0.370
9.830	9.363E-2	0.324
9.840	9.456E-2	0.231
9.850	9.826E-2	0.278
9.860	0.100	0.185
9.870	0.102	0.231
9.880	0.105	0.231
9.890	0.107	4.627E-2
9.900	0.106	-9.255E-2
9.910	0.105	-0.139
9.920	0.103	-0.324
9.930	9.826E-2	-0.370
9.940	9.549E-2	-0.370
9.950	9.086E-2	-0.370
9.960	8.808E-2	-0.324
9.970	8.438E-2	-0.509
9.980	7.790E-2	-0.555
9.990	7.327E-2	-0.509
10.000	6.772E-2	-0.648
10.010	6.032E-2	-0.602
10.020	5.569E-2	-0.787
10.030	4.458E-2	-0.925
10.040	3.718E-2	-0.787
10.050	2.885E-2	-0.740
10.060	2.237E-2	-0.740
10.070	1.404E-2	-0.787
10.080	6.639E-3	-0.648
10.090	1.086E-3	-1.111
10.100	-1.557E-2	-1.203
10.110	-2.298E-2	-0.555
10.120	-2.668E-2	-0.555
10.130	-3.408E-2	-0.555
10.140	-3.778E-2	-0.555
10.150	-4.519E-2	-0.648
10.160	-5.074E-2	-0.463
10.170	-5.444E-2	-0.324
10.180	-5.722E-2	-0.139
10.190	-5.722E-2	-0.139
10.200	-6.000E-2	-0.231
10.210	-6.185E-2	-0.370
10.220	-6.740E-2	-0.278
10.230	-6.740E-2	0.000
10.240	-6.740E-2	0.000
10.250	-6.740E-2	0.139
10.260	-6.462E-2	0.370
10.270	-6.000E-2	0.231
10.280	-6.000E-2	0.231
10.290	-5.537E-2	0.324
10.300	-5.352E-2	0.185
10.310	-5.167E-2	0.555
10.320	-4.241E-2	0.879
10.330	-3.408E-2	0.694
10.340	-2.853E-2	0.416
10.350	-2.575E-2	0.370
10.360	-2.113E-2	0.925
10.370	-7.243E-3	1.018
10.380	-7.645E-4	0.555
10.390	3.863E-3	0.602
10.400	1.127E-2	0.787
10.410	1.960E-2	0.833
10.420	2.793E-2	0.694
10.430	3.348E-2	0.787
10.440	4.366E-2	0.694
10.450	4.736E-2	0.602
10.460	5.569E-2	0.740
10.470	6.217E-2	0.648
10.480	6.865E-2	0.602
10.490	7.420E-2	0.555
10.500	7.975E-2	0.509
10.510	8.438E-2	0.648
10.520	9.271E-2	0.370
10.530	9.178E-2	-4.627E-2
10.540	9.178E-2	9.255E-2
10.550	9.363E-2	0.139
10.560	9.456E-2	4.627E-2
10.570	9.456E-2	0.000
10.580	9.456E-2	0.000
10.590	9.456E-2	-0.231
10.600	8.993E-2	-0.416
