#initial-angle1(-61.4)	initial-angle2(0)
#t	x1	y1	x2	y2	vx1	vy1	vx2	vy2
22.1	2.21E-02	-2.62E-01	1.44E-01	-5.18E-01	7.24E-02	3.42E-03	2.84E-01	1.83E-01
22.2	2.98E-02	-2.61E-01	1.69E-01	-5.04E-01	8.88E-02	6.21E-03	2.25E-01	7.83E-02
22.3	3.99E-02	-2.60E-01	1.89E-01	-5.02E-01	9.63E-02	1.06E-02	1.76E-01	1.57E-02
22.4	4.91E-02	-2.59E-01	2.04E-01	-5.01E-01	9.19E-02	1.62E-02	1.35E-01	-1.33E-02
22.5	5.83E-02	-2.57E-01	2.16E-01	-5.05E-01	1.02E-01	2.24E-02	9.41E-02	-6.62E-02
22.6	6.95E-02	-2.55E-01	2.23E-01	-5.14E-01	9.75E-02	2.61E-02	4.37E-02	-9.78E-02
22.7	7.78E-02	-2.52E-01	2.25E-01	-5.24E-01	8.20E-02	2.73E-02	-8.30E-03	-1.11E-01
22.8	8.59E-02	-2.49E-01	2.21E-01	-5.36E-01	7.08E-02	2.49E-02	-6.75E-02	-1.08E-01
22.9	9.20E-02	-2.47E-01	2.11E-01	-5.46E-01	4.29E-02	1.68E-02	-0.128	-9.02E-02
23	9.44E-02	-2.46E-01	1.96E-01	-5.54E-01	3.04E-02	6.21E-03	-0.189	-6.97E-02
23.1	9.80E-02	-2.46E-01	1.73E-01	-5.60E-01	1.06E-02	-3.73E-03	-0.246	-3.76E-02
23.2	9.65E-02	-2.47E-01	1.46E-01	-5.62E-01	-3.54E-02	-1.49E-02	-0.2	-8.86E-03
23.3	9.10E-02	-2.49E-01	1.33E-01	-5.61E-01	-7.27E-02	-2.49E-02	-0.203	0.00E+00
23.4	8.20E-02	-2.52E-01	1.06E-01	-5.62E-01	-9.94E-02	-3.04E-02	-0.281	-8.30E-03
23.5	7.11E-02	-2.55E-01	7.70E-02	-5.63E-01	-1.31E-01	-3.04E-02	-0.288	-1.67E-02
23.6	5.58E-02	-2.58E-01	4.81E-02	-5.65E-01	-1.67E-01	-2.73E-02	-2.69E-01	-2.31E-02
23.7	3.77E-02	-2.60E-01	2.33E-02	-5.68E-01	-1.93E-01	-1.80E-02	-2.51E-01	-2.66E-02
23.8	1.73E-02	-2.61E-01	-2.17E-03	-5.70E-01	-2.00E-01	-6.83E-03	-2.42E-01	-1.93E-02
23.9	-2.35E-03	-2.62E-01	-2.50E-02	-5.72E-01	-2.07E-01	6.21E-03	-2.17E-01	-2.09E-03
24	-2.41E-02	-2.60E-01	-4.56E-02	-5.71E-01	-2.12E-01	2.39E-02	-1.96E-01	2.09E-02
24.1	-4.47E-02	-2.57E-01	-6.42E-02	-5.67E-01	-1.87E-01	3.40E-02	-1.83E-01	4.70E-02
24.2	-6.15E-02	-2.53E-01	-8.22E-02	-5.61E-01	-1.57E-01	3.95E-02	-1.67E-01	7.10E-02
24.3	-7.60E-02	-2.49E-01	-9.77E-02	-5.53E-01	-1.19E-01	3.91E-02	-1.38E-01	7.41E-02
24.4	-8.54E-02	-2.45E-01	-1.10E-01	-5.47E-01	-7.86E-02	2.79E-02	-1.11E-01	5.06E-02
24.5	-9.17E-02	-2.43E-01	-1.20E-01	-5.43E-01	-4.60E-02	1.72E-02	-9.60E-02	2.50E-02
24.6	-9.46E-02	-2.42E-01	-1.29E-01	-5.42E-01	-7.44E-03	3.25E-03	-8.61E-02	-1.04E-03
24.7	-9.32E-02	-2.43E-01	-1.37E-01	-5.43E-01	3.07E-02	-1.49E-02	-7.41E-02	-2.19E-02
24.8	-8.85E-02	-2.45E-01	-1.44E-01	-5.46E-01	7.07E-02	-2.84E-02	-6.11E-02	-3.70E-02
24.9	-7.91E-02	-2.48E-01	-1.49E-01	-5.51E-01	9.62E-02	-2.98E-02	-5.27E-02	-4.80E-02
25	-6.92E-02	-2.51E-01	-1.54E-01	-5.56E-01	1.25E-01	-3.25E-02	-2.45E-02	-3.55E-02
25.1	-5.41E-02	-2.55E-01	-1.54E-01	-5.58E-01	1.53E-01	-3.77E-02	1.46E-02	-2.24E-02
25.2	-3.86E-02	-2.59E-01	-1.51E-01	-5.60E-01	1.62E-01	-2.68E-02	5.48E-02	-5.74E-03
25.3	-2.17E-02	-2.60E-01	-1.43E-01	-5.59E-01	1.66E-01	-1.83E-02	9.91E-02	2.24E-02
25.4	-5.38E-03	-2.62E-01	-1.32E-01	-5.56E-01	1.60E-01	-9.22E-03	0.133	3.24E-02
25.5	1.03E-02	-2.62E-01	-1.17E-01	-5.53E-01	1.49E-01	-1.35E-04	0.174	1.72E-02
25.6	2.44E-02	-2.62E-01	-9.67E-02	-5.52E-01	1.29E-01	6.44E-03	0.215	-6.26E-03
25.7	3.60E-02	-2.61E-01	-7.36E-02	-5.54E-01	1.04E-01	1.41E-02	2.38E-01	-2.09E-02
25.8	4.53E-02	-2.59E-01	-4.92E-02	-5.56E-01	8.08E-02	1.16E-02	2.75E-01	-4.38E-02
25.9	5.22E-02	-2.59E-01	-1.85E-02	-5.63E-01	5.07E-02	5.32E-03	3.08E-01	-5.46E-02
26	5.55E-02	-2.58E-01	1.25E-02	-5.67E-01	2.16E-02	5.64E-03	3.06E-01	-4.34E-02
26.1	5.65E-02	-2.57E-01	4.28E-02	-5.71E-01	2.19E-03	5.32E-03	3.05E-01	-2.66E-02
26.2	5.59E-02	-2.57E-01	7.34E-02	-5.73E-01	-1.13E-02	0.00E+00	3.04E-01	1.14E-02
26.3	5.42E-02	-0.257	1.04E-01	-5.69E-01	-2.79E-02	-8.45E-03	2.85E-01	5.83E-02
26.4	5.03E-02	-2.59E-01	1.30E-01	-5.61E-01	-3.60E-02	-1.00E-02	2.53E-01	9.89E-02
26.5	4.70E-02	-2.59E-01	1.54E-01	-5.49E-01	-2.42E-02	-6.65E-03	2.08E-01	1.37E-01
26.6	4.55E-02	-2.60E-01	1.72E-01	-5.33E-01	-2.00E-02	-5.17E-03	1.56E-01	1.51E-01
26.7	4.30E-02	-2.60E-01	1.85E-01	-5.19E-01	-1.40E-02	-2.58E-03	1.01E-01	1.25E-01
26.8	4.27E-02	-2.61E-01	1.92E-01	-5.08E-01	-7.04E-03	-1.57E-03	5.72E-02	8.74E-02
26.9	4.16E-02	-0.261	1.97E-01	-5.01E-01	-1.25E-02	0.00E+00	2.88E-02	4.10E-02
27	4.02E-02	-2.61E-01	1.98E-01	-5.00E-01	-8.61E-03	0.00E+00	-4.06E-03	-1.96E-02
27.1	3.99E-02	-2.61E-01	1.96E-01	-5.05E-01	-1.57E-03	1.57E-03	-4.83E-02	-7.45E-02
27.2	3.99E-02	-0.26	1.88E-01	-5.15E-01	6.26E-03	1.57E-03	-8.23E-02	-1.02E-01
27.3	4.11E-02	-0.26	1.79E-01	-5.26E-01	1.02E-02	0.00E+00	-0.125	-1.25E-01
27.4	4.19E-02	-0.26	1.63E-01	-5.40E-01	8.61E-03	0.00E+00	-0.173	-1.40E-01
27.5	4.29E-02	-0.26	1.45E-01	-5.54E-01	1.41E-02	0.00E+00	-0.223	-1.26E-01
27.6	4.47E-02	-0.26	1.19E-01	-5.65E-01	1.72E-02	1.57E-03	-0.277	-9.69E-02
27.7	4.63E-02	-0.26	8.95E-02	-5.73E-01	3.91E-03	1.57E-03	-0.308	-5.34E-02
27.8	4.55E-02	-0.26	5.73E-02	-5.76E-01	-2.74E-02	-2.35E-03	-0.324	-6.97E-03
